CustomerID,Quantity,InvoiceNo,TotalPurchase
13546.0,359,98,626.99
13548.0,441,124,682.4100000000001
13549.0,457,52,916.1199999999999
13551.0,12,4,91.80000000000001
13552.0,1386,121,3539.53
13555.0,2660,136,4149.280000000001
13557.0,546,34,584.06
13558.0,344,175,605.06
13560.0,64,33,174.36999999999998
13561.0,83,14,141.86
13562.0,757,82,1799.33
13563.0,209,49,777.53
13564.0,659,85,647.7400000000004
13565.0,172,38,240.22
13566.0,575,176,874.71
13568.0,70,44,192.85
13569.0,164,85,373.74999999999994
13570.0,161,27,239.49000000000004
13571.0,1759,341,2092.3199999999997
13572.0,534,33,1384.2499999999998
13573.0,303,26,294.4
13575.0,449,46,732.07
13576.0,2640,130,6703.300000000001
13577.0,771,85,1658.3
13579.0,176,23,467.0400000000001
13581.0,30,10,118.0
13583.0,725,53,781.03
13584.0,37,24,142.4
13587.0,160,11,347.0
13588.0,2573,180,2445.12
13589.0,114,21,379.65000000000003
13590.0,1846,89,1976.12
13591.0,485,58,1117.1299999999997
13592.0,84,16,247.95999999999998
13593.0,707,129,1990.2800000000002
13594.0,359,26,396.97
13596.0,406,166,697.0400000000001
13598.0,57,41,167.42000000000002
13599.0,3169,264,5030.6
13600.0,324,19,219.51999999999998
13601.0,548,99,693.32
13602.0,267,23,428.89
13603.0,164,27,164.34
13606.0,279,43,280.53999999999996
13607.0,290,98,678.0100000000001
13610.0,514,228,1115.43
13611.0,762,76,1158.2
13614.0,570,201,1610.46
13615.0,183,24,399.99
13617.0,300,44,544.1800000000001
13618.0,246,13,177.34
13621.0,343,19,213.85
13623.0,286,86,672.4399999999999
13626.0,209,19,257.22999999999996
13627.0,1266,94,1624.0200000000002
13629.0,4372,59,7792.360000000001
13630.0,1377,80,1995.6799999999998
13631.0,460,12,3021.77
13632.0,1036,147,2117.02
13634.0,704,188,1575.1599999999999
13635.0,677,62,1071.03
13636.0,586,64,941.62
13637.0,409,101,810.5
13638.0,93,8,122.64
13639.0,800,40,1033.3400000000001
13642.0,173,66,354.8
13643.0,273,28,519.44
13644.0,2060,148,2597.5200000000004
13645.0,158,5,252.1
13647.0,894,80,1670.22
13649.0,139,23,346.6
13650.0,918,98,1809.34
13651.0,33,6,94.2
13652.0,578,63,1095.08
13654.0,2182,166,2707.33
13655.0,605,56,932.97
13656.0,490,49,379.65000000000003
13657.0,209,16,382.14
13658.0,1009,112,2421.47
13659.0,879,108,1550.85
13662.0,538,58,879.08
13663.0,91,13,189.46999999999997
13666.0,41,12,84.65
13667.0,154,87,305.0199999999999
13668.0,3637,501,6216.07
13669.0,237,9,218.55
13670.0,282,25,349.7
13672.0,-1,16,-71.45999999999998
13673.0,119,65,396.91999999999996
13675.0,330,25,486.82000000000005
13678.0,924,16,232.6
13680.0,1267,216,2202.31
13681.0,360,57,827.83
13682.0,10,3,59.5
13684.0,38,31,64.23
13685.0,5056,39,3119.44
13686.0,70,8,72.0
13689.0,512,6,910.0
13690.0,67,9,172.25
13692.0,1224,55,1466.8699999999997
13693.0,-6,4,-32.0
13694.0,61803,585,62653.1
13695.0,1603,90,2504.13
13697.0,177,12,151.3
13699.0,66,14,308.58
13700.0,2304,197,2265.12
13703.0,10,1,99.5
13704.0,1528,135,2295.3100000000004
13705.0,363,28,711.86
13706.0,189,20,330.79
13707.0,351,48,806.41
13708.0,306,51,296.88
13709.0,3501,346,6249.11
13710.0,176,8,180.48
13711.0,140,13,252.06000000000003
13712.0,352,10,228.83999999999997
13715.0,555,108,1053.94
13716.0,138,21,138.28
13717.0,1958,103,1432.2600000000002
13718.0,173,12,306.55
13719.0,609,60,1041.68
13720.0,501,43,799.9
13721.0,316,28,524.1400000000001
13722.0,1400,86,2369.16
13723.0,43,6,199.85000000000002
13725.0,659,118,1809.8099999999997
13726.0,1054,42,1079.6599999999999
13727.0,162,20,333.48
13728.0,458,63,1016.1400000000001
13730.0,488,43,752.6
13731.0,278,38,610.59
13732.0,498,33,491.86000000000007
13735.0,1083,208,2766.18
13736.0,493,194,724.0
13737.0,125,30,339.6
13739.0,54,3,216.9
13740.0,425,23,350.75
13741.0,217,35,666.33
13742.0,1116,323,3102.42
13743.0,1775,42,1340.15
13744.0,1249,72,1156.36
13745.0,486,26,291.53999999999996
13747.0,8,1,79.6
13748.0,439,28,948.2499999999999
13750.0,516,24,1647.26
13751.0,152,9,296.25
13752.0,876,76,1186.28
13753.0,512,35,741.26
13754.0,214,12,282.6
13755.0,1241,343,2154.6800000000003
13756.0,3164,143,5145.120000000001
13758.0,1844,117,3190.55
13759.0,287,25,659.41
13760.0,197,57,286.78999999999996
13761.0,642,70,1070.65
13762.0,0,14,-1.4210854715202004e-14
13763.0,725,17,1689.46
13764.0,932,208,1521.7600000000002
13767.0,7258,399,16945.71
13769.0,1152,143,2771.87
13771.0,1476,120,2631.7
13772.0,546,177,1132.13
13774.0,192,22,345.0
13777.0,12804,219,25748.350000000002
13778.0,70,9,178.7
13780.0,318,57,360.01000000000005
13781.0,30,17,127.84
13782.0,371,115,912.0
13784.0,2493,31,2462.7899999999995
13786.0,136,7,230.4
13787.0,337,31,309.04
13790.0,748,45,348.79999999999995
13791.0,828,17,1047.68
13792.0,92,13,195.54999999999995
13798.0,23514,439,36351.42
13799.0,402,39,688.8600000000001
13800.0,331,33,558.32
13801.0,168,23,324.79999999999995
13802.0,2281,66,3906.2699999999995
13803.0,121,17,277.07000000000005
13804.0,1498,137,2635.79
13805.0,1900,13,924.5999999999999
13806.0,56,10,256.38
13807.0,36,7,112.6
13808.0,782,76,1747.6600000000003
13809.0,29,12,155.05
13810.0,311,36,899.51
13811.0,67,14,591.75
13812.0,333,36,539.0
13813.0,550,71,1353.4099999999999
13814.0,862,58,1562.1200000000001
13815.0,2557,177,4014.91
13816.0,260,33,555.04
13817.0,211,24,382.97999999999996
13819.0,1109,36,1140.35
13821.0,153,59,385.64
13822.0,611,96,632.0
13823.0,439,40,957.66
13824.0,768,46,1698.94
13826.0,80,12,174.65
13827.0,141,93,412.05
13828.0,311,15,209.49000000000004
13829.0,-12,1,-102.0
13831.0,745,74,2202.99
13832.0,25,4,40.949999999999996
13833.0,118,29,384.7999999999999
13835.0,442,55,834.57
13837.0,183,19,271.24
13838.0,263,174,691.7299999999999
13841.0,100,1,85.0
13842.0,1768,206,3385.6200000000003
13844.0,196,20,361.62
13845.0,182,9,312.98
13846.0,383,58,847.6099999999999
13848.0,3700,5,1255.0
13849.0,1016,101,1537.95
13850.0,941,94,1586.8100000000002
13851.0,1705,81,2651.4599999999996
13853.0,304,24,1056.94
13854.0,2278,114,8025.0199999999995
13856.0,484,17,363.4
13858.0,75,11,216.17000000000002
13859.0,129,28,201.16
13860.0,589,77,1240.0000000000002
13862.0,1682,142,2187.3100000000004
13863.0,219,22,299.55999999999995
13865.0,204,30,501.56
13866.0,57,7,145.67
13867.0,513,61,1015.29
13868.0,1964,33,3192.54
13869.0,1721,307,3104.95
13870.0,1320,118,2751.2500000000005
13871.0,2801,338,6389.8
13873.0,138,24,381.7
13874.0,180,18,540.45
13875.0,1316,104,1786.79
13876.0,36,7,122.69999999999999
13877.0,108,3,117.24000000000001
13878.0,475,36,1281.53
13880.0,1842,165,3219.7700000000004
13881.0,10062,180,16989.52
13882.0,950,66,1131.28
13883.0,1368,155,2538.75
13884.0,297,60,781.3000000000002
13885.0,182,28,506.8
13886.0,126,16,243.56
13887.0,147,19,349.54999999999995
13888.0,258,40,605.63
13889.0,146,15,416.9
13890.0,826,114,1860.8600000000001
13892.0,983,27,632.97
13893.0,190,21,821.1000000000001
13894.0,339,30,535.97
13895.0,1364,119,2588.12
13897.0,200,17,311.15999999999997
13898.0,133,12,155.93
13899.0,156,19,388.52
13900.0,430,43,740.9499999999999
13901.0,1739,149,2867.2
13904.0,332,26,332.64000000000004
13908.0,1470,126,2347.0499999999997
13911.0,2731,148,2580.91
13914.0,379,34,613.95
13917.0,228,18,272.03999999999996
13918.0,1140,30,1212.8400000000004
13919.0,437,33,350.16
13922.0,93,7,172.24999999999997
13923.0,185,20,351.13000000000005
13924.0,1532,137,1682.08
13925.0,327,45,616.65
13926.0,104,11,223.85000000000002
13927.0,214,21,348.99000000000007
13928.0,129,27,464.57
13929.0,139,10,802.85
13930.0,274,17,337.34
13931.0,721,59,1230.93
13932.0,72,16,307.4
13933.0,205,23,608.7899999999998
13934.0,390,31,922.0999999999999
13936.0,324,27,361.2799999999999
13937.0,123,9,158.85
13938.0,70,7,71.66
13939.0,843,46,556.7499999999999
13940.0,516,49,839.14
13941.0,2307,47,4912.409999999999
13946.0,443,11,561.57
13947.0,44,5,90.6
13948.0,40,3,101.99999999999999
13949.0,2474,160,2427.3199999999997
13950.0,321,36,728.5600000000001
13951.0,459,39,674.4499999999998
13952.0,1425,138,3246.091
13953.0,2724,20,3515.6799999999994
13954.0,141,30,378.59
13955.0,154,33,322.96
13956.0,491,152,1026.42
13958.0,-23,5,-102.45
13959.0,357,92,598.1999999999999
13960.0,142,12,230.22
13962.0,87,11,169.55
13963.0,460,35,664.5400000000001
13967.0,42,2,80.7
13969.0,4483,633,8986.689999999999
13971.0,1818,158,2702.2200000000003
13972.0,187,15,190.25000000000003
13973.0,109,11,264.7
13974.0,249,28,413.59
13975.0,1725,340,2503.23
13976.0,154,10,357.98
13978.0,315,15,196.79
13979.0,639,54,869.8699999999998
13980.0,172,11,200.14000000000001
13982.0,1132,115,1861.11
13983.0,1170,112,2590.46
13984.0,271,17,488.03
13985.0,3439,353,7024.530000000001
13986.0,430,13,320.46000000000004
13988.0,3025,239,4098.8
13989.0,1313,41,1266.08
13990.0,190,16,311.3
13991.0,996,86,850.6300000000001
13992.0,64,5,76.8
13993.0,892,125,3409.6600000000003
13994.0,940,155,2313.1400000000003
13995.0,867,87,1383.49
13999.0,2231,212,3865.26
14000.0,707,16,633.71
14001.0,959,40,2030.33
14002.0,877,47,529.7299999999999
14004.0,2668,171,4582.639999999999
14005.0,2478,84,2874.72
14006.0,641,30,962.1899999999999
14009.0,361,44,685.9299999999998
14012.0,160,11,328.8
14013.0,462,34,473.02
14014.0,1076,39,505.18
14015.0,378,20,917.34
14016.0,2124,162,4328.46
14019.0,1034,68,1398.9599999999998
14020.0,441,39,642.8000000000001
14021.0,192,22,631.9000000000001
14022.0,487,28,440.0
14023.0,345,31,584.0699999999999
14024.0,150,16,327.70000000000005
14027.0,62,6,104.82000000000002
14029.0,198,15,467.66
14030.0,1479,243,2360.0899999999997
14031.0,5370,258,14634.640000000001
14032.0,2008,152,2929.8399999999997
14034.0,315,92,512.02
14035.0,739,66,1428.0200000000002
14036.0,268,38,626.65
14037.0,46,28,147.2
14038.0,963,93,1554.4799999999996
14039.0,92,6,152.2
14040.0,1524,241,3542.19
14041.0,94,21,141.41
14044.0,308,209,652.8199999999999
14045.0,535,6,1659.75
14046.0,460,14,154.99
14047.0,377,34,1290.0099999999998
14048.0,274,88,375.13
14049.0,3846,505,5639.15
14050.0,689,54,746.3599999999999
14051.0,3741,215,15477.34
14052.0,89,56,225.36
14053.0,215,4,260.25
14054.0,62,6,92.46
14055.0,216,10,725.6400000000001
14056.0,4232,1128,8124.4
14057.0,4708,291,6147.4
14059.0,128,8,183.6
14060.0,5374,203,6135.38
14062.0,5593,111,10464.850000000002
14064.0,1350,82,1188.32
14066.0,45,7,152.55
14067.0,361,52,374.7
14068.0,73,24,265.85
14071.0,900,333,1307.4099999999999
14073.0,128,14,139.54
14075.0,754,43,942.26
14076.0,81,46,122.47
14077.0,268,42,499.4200000000001
14078.0,310,65,1049.37
14079.0,301,12,375.0999999999999
14080.0,48,4,45.599999999999994
14081.0,593,156,904.67
14082.0,110,29,182.24999999999997
14083.0,732,181,1018.4300000000001
14085.0,3183,451,4435.790000000001
14087.0,250,70,181.67
14088.0,12593,590,50415.490000000005
14089.0,134,14,161.0
14090.0,72,1,76.32000000000001
14092.0,2061,217,4063.1000000000004
14093.0,406,105,442.84999999999997
14096.0,16335,5128,57120.91
14098.0,104,21,147.34999999999997
14099.0,2177,252,3092.97
14100.0,64,26,194.90000000000003
14101.0,6942,35,5976.790000000001
14102.0,938,84,1314.73
14104.0,72,21,216.20999999999998
14105.0,798,76,1260.33
14107.0,1788,124,2688.48
14108.0,380,35,594.1600000000001
14109.0,56,14,80.19999999999999
14110.0,2455,157,5669.650000000001
14111.0,457,11,688.6
14112.0,1608,173,2774.17
14113.0,635,40,1377.92
14114.0,101,15,386.53
14116.0,707,72,1382.7399999999998
14117.0,72,3,90.0
14119.0,-2,1,-19.9
14121.0,2078,161,2740.3
14124.0,1618,5,419.58000000000004
14125.0,1640,167,2740.4300000000003
14126.0,458,16,643.6300000000001
14127.0,321,44,709.7099999999999
14128.0,564,46,637.5000000000002
14129.0,592,52,1123.8600000000001
14130.0,258,67,483.86
14132.0,3366,201,3580.13
14133.0,342,30,590.3399999999999
14135.0,3850,134,4690.3099999999995
14138.0,610,47,982.3800000000002
14139.0,510,26,415.81999999999994
14140.0,809,67,920.05
14141.0,337,46,879.03
14142.0,313,22,311.81
14143.0,30,7,115.8
14145.0,636,12,3148.2
14146.0,1886,245,2949.57
14147.0,96,6,468.4
14148.0,16,3,157.2
14149.0,129,40,259.43
14150.0,496,26,658.64
14152.0,699,50,611.09
14154.0,465,52,1345.62
14155.0,25,6,118.75
14156.0,57025,1420,113384.14000000001
14157.0,273,49,400.43
14158.0,781,41,507.65999999999997
14159.0,4395,1212,4678.3
14161.0,455,108,1110.52
14162.0,142,25,289.36
14163.0,893,52,2445.9100000000003
14164.0,1033,29,1631.7700000000004
14165.0,54,25,122.54
14167.0,150,52,574.84
14171.0,167,58,363.79
14173.0,150,29,450.8400000000001
14174.0,94,26,134.46
14175.0,1461,164,3108.0600000000004
14176.0,207,32,574.0
14177.0,204,43,554.46
14178.0,1505,327,1620.9300000000003
14179.0,330,165,719.78
14180.0,710,248,4640.77
14184.0,127,24,452.89
14185.0,6,3,197.65
14188.0,1145,71,2018.9099999999999
14189.0,3919,277,4604.3099999999995
14191.0,3657,263,4660.01
14193.0,445,42,853.3900000000001
14194.0,5783,604,11216.75
14195.0,702,8,962.7
14196.0,142,6,335.52
14198.0,280,44,663.4999999999999
14199.0,28,2,185.39999999999998
14201.0,578,39,688.0400000000001
14204.0,82,44,161.02999999999994
14205.0,99,39,218.78
14206.0,274,21,308.26
14208.0,114,10,151.73999999999998
14209.0,688,88,2067.13
14210.0,759,103,1900.89
14211.0,1232,118,2208.3
14212.0,1152,9,1070.48
14213.0,-244,5,-1192.2000000000003
14214.0,748,70,1000.2300000000001
14215.0,1354,109,1777.92
14216.0,594,59,1839.3000000000002
14217.0,677,107,1925.36
14218.0,160,12,169.48000000000002
14219.0,78,7,89.94
14220.0,272,21,632.3999999999999
14221.0,2190,194,3427.85
14222.0,607,41,683.1700000000001
14223.0,583,61,975.23
14224.0,514,118,1050.1200000000001
14226.0,1301,73,2201.64
14227.0,1811,183,3315.7100000000005
14229.0,590,43,1450.6000000000001
14231.0,402,54,822.0600000000001
14232.0,1937,118,2043.93
14233.0,671,36,1447.5100000000002
14234.0,963,159,775.4600000000003
14235.0,1947,80,3093.86
14236.0,310,15,490.86
14237.0,38,9,161.00000000000003
14238.0,111,8,146.85
14239.0,986,116,2323.5000000000005
14240.0,418,42,890.3400000000001
14241.0,146,10,213.70000000000005
14242.0,123,16,280.55
14243.0,1204,148,2535.88
14245.0,971,112,1677.48
14246.0,804,75,1474.0600000000002
14247.0,47,20,136.76999999999998
14248.0,102,8,302.58
14250.0,1200,111,1904.05
14251.0,1674,78,2879.7
14256.0,410,54,935.06
14257.0,1677,107,3087.2700000000004
14258.0,7098,112,12650.080000000002
14259.0,68,5,120.0
14261.0,406,52,1163.45
14262.0,1645,143,2618.2299999999996
14264.0,66,19,319.47
14265.0,330,31,530.18
14267.0,461,66,1279.0900000000001
14270.0,197,29,492.65
14271.0,88,10,112.32
14272.0,599,33,437.96000000000004
14273.0,264,29,559.97
14276.0,723,75,1019.3900000000001
14277.0,1624,228,3957.0
14280.0,52,8,134.04
14282.0,2668,156,3729.34
14284.0,157,34,578.45
14285.0,541,27,1910.0100000000002
14286.0,4306,285,4595.81
14287.0,236,11,151.23
14288.0,187,17,413.85
14289.0,292,47,911.26
14290.0,913,103,2307.45
14291.0,2748,238,3873.3
14292.0,1643,108,4819.329999999999
14293.0,709,61,1046.56
14295.0,82,7,154.7
14297.0,861,64,1284.06
14298.0,58021,1640,50862.44
14299.0,2013,162,2855.3500000000004
14300.0,32,3,43.2
14301.0,600,16,632.04
14304.0,54,27,197.1
14305.0,1069,110,1803.76
14306.0,1073,35,2083.42
14307.0,2058,180,2995.72
14309.0,1619,123,2319.6800000000003
14311.0,125,27,229.71000000000004
14312.0,1012,87,1611.59
14314.0,296,8,120.0
14315.0,1010,104,2456.9800000000005
14317.0,255,24,508.58
14320.0,239,42,343.10999999999996
14321.0,2406,123,1530.7500000000002
14323.0,340,41,574.26
14326.0,99,9,166.85000000000002
14327.0,139,12,311.65000000000003
14329.0,3075,269,4928.74
14331.0,252,28,462.65999999999997
14332.0,481,26,866.3100000000001
14333.0,52,19,351.45
14334.0,1730,163,2539.46
14335.0,379,63,468.25999999999993
14336.0,1759,90,1614.91
14338.0,329,34,554.2199999999999
14339.0,150,18,289.91
14340.0,58,6,134.7
14341.0,1401,130,2166.38
14342.0,337,24,607.71
14344.0,477,71,889.9300000000002
14345.0,50,6,108.97999999999999
14346.0,605,60,1021.58
14348.0,183,18,409.57
14349.0,86,31,133.5
14350.0,166,21,258.7
14351.0,12,1,51.0
14352.0,538,47,1078.9600000000003
14353.0,64,6,90.6
14354.0,210,9,163.62
14355.0,92,11,174.4
14356.0,266,38,666.9399999999999
14357.0,148,41,225.76999999999998
14359.0,363,58,882.5799999999999
14360.0,1151,118,2128.2300000000005
14362.0,100,41,161.2
14364.0,1967,69,3717.35
14367.0,4410,533,9167.82
14368.0,36,8,155.0
14371.0,34,4,100.5
14373.0,17,4,76.55
14375.0,194,75,257.68
14377.0,219,11,617.05
14379.0,292,46,348.1
14381.0,146,56,202.68
14382.0,1237,131,626.07
14383.0,817,59,1247.69
14385.0,159,14,202.10999999999999
14386.0,54,7,142.4
14387.0,819,140,1770.5600000000002
14388.0,1933,191,3172.04
14389.0,702,62,999.72
14390.0,2125,291,4592.47
14393.0,13,5,67.94999999999999
14395.0,1689,353,3471.91
14396.0,225,73,487.99000000000007
14397.0,1852,95,2556.68
14400.0,450,26,559.6999999999999
14401.0,4505,183,4039.98
14403.0,513,26,1426.31
14404.0,831,104,1434.7200000000003
14406.0,77,8,156.75
14407.0,1412,76,2111.08
14408.0,1616,107,2606.53
14409.0,1158,55,1908.2500000000002
14410.0,293,287,576.3
14411.0,196,14,1063.0
14412.0,784,45,761.33
14413.0,68,23,122.7
14414.0,2509,98,1485.1300000000003
14415.0,2973,612,5811.56
14416.0,326,14,490.2200000000001
14418.0,1711,124,1937.25
14419.0,487,206,1058.06
14420.0,333,30,385.87
14421.0,365,27,813.1100000000001
14422.0,2906,222,4263.639999999999
14423.0,120,3,265.2
14424.0,48,1,322.08
14426.0,2339,264,3918.8999999999996
14427.0,228,17,363.34000000000003
14428.0,428,148,1230.1399999999999
14431.0,122,22,397.76000000000005
14432.0,2070,382,2255.51
14434.0,368,12,1372.8
14436.0,129,9,89.06
14437.0,59,6,-43.400000000000006
14438.0,82,9,131.9
14439.0,526,32,2661.24
14440.0,588,55,2357.6800000000003
14441.0,430,59,1545.14
14442.0,475,68,1544.6200000000001
14443.0,931,98,1400.88
14446.0,933,293,1039.58
14447.0,571,70,1163.2300000000002
14448.0,104,20,375.35
14449.0,757,258,907.1
14450.0,241,40,483.24999999999994
14451.0,389,109,662.59
14452.0,119,62,264.44
14453.0,49,22,119.93
14456.0,2901,977,3047.63
14457.0,88,4,113.64
14459.0,760,37,1837.92
14460.0,869,17,383.34
14461.0,766,180,2103.0599999999995
14462.0,932,246,1965.9
14463.0,179,6,529.62
14465.0,405,130,1058.62
14466.0,1006,72,2272.4
14467.0,278,90,598.76
14470.0,193,43,461.19000000000005
14472.0,1160,281,1936.84
14473.0,88,7,234.34
14474.0,139,30,537.71
14475.0,428,47,799.8199999999999
14476.0,132,19,215.7
14477.0,719,11,1307.8100000000002
14479.0,117,18,316.24999999999994
14480.0,143,13,279.05
14481.0,489,30,636.51
14482.0,1646,144,2068.15
14483.0,95,10,129.2
14484.0,210,14,321.92
14485.0,71,47,165.75
14487.0,734,145,1183.58
14488.0,793,49,1047.43
14489.0,299,30,463.38
14491.0,139,17,340.93
14493.0,1279,123,2362.84
14494.0,92,7,139.56
14495.0,62,6,123.79999999999998
14496.0,159,19,538.8100000000001
14497.0,233,31,457.47
14498.0,1098,193,1957.3200000000002
14499.0,501,194,815.3199999999999
14500.0,117,7,356.85
14501.0,119,12,190.31000000000003
14502.0,1483,631,2351.02
14503.0,2004,164,3543.26
14504.0,308,107,673.26
14505.0,2743,803,5818.700000000001
14506.0,730,316,2012.17
14507.0,588,98,1368.1799999999998
14508.0,131,57,276.42
14511.0,772,71,1267.4100000000003
14512.0,122,23,275.28
14513.0,355,18,438.49
14514.0,589,73,1055.35
14515.0,1134,101,2102.0899999999997
14517.0,91,18,330.45000000000005
14518.0,278,16,174.37
14520.0,146,4,270.6
14522.0,525,17,974.54
14523.0,251,12,241.09
14524.0,676,203,1867.6800000000003
14525.0,2662,298,4221.369999999999
14527.0,2049,1011,7711.38
14528.0,278,18,364.21999999999997
14529.0,348,229,620.04
14530.0,1410,216,2925.9100000000003
14532.0,284,64,932.8500000000001
14533.0,2777,65,1812.6200000000003
14534.0,1925,558,4075.35
14535.0,1825,333,2841.09
14536.0,40,19,171.8
14537.0,120,10,355.56000000000006
14538.0,155,19,388.24999999999994
14539.0,428,32,537.48
14540.0,421,76,996.26
14541.0,647,111,1461.6500000000003
14542.0,19,5,103.25000000000001
14543.0,600,107,2916.1700000000005
14544.0,1543,114,2024.45
14546.0,1287,417,2487.0200000000004
14547.0,2658,367,3986.74
14548.0,256,4,652.8
14549.0,136,56,289.24
14550.0,394,48,765.62
14551.0,106,10,186.23000000000002
14552.0,91,58,165.07
14553.0,493,113,859.2700000000001
14554.0,1478,216,2381.04
14555.0,130,21,324.14
14557.0,0,32,0.0
14560.0,1223,76,2174.1800000000003
14561.0,1014,69,1080.76
14562.0,1670,446,4709.220000000001
14565.0,1532,129,3073.77
14566.0,800,4,1432.0
14567.0,410,34,1524.46
14569.0,79,12,227.38999999999996
14570.0,95,29,218.06
14572.0,1425,273,2803.6900000000005
14573.0,538,241,1603.72
14576.0,12,1,35.400000000000006
14577.0,353,123,859.7100000000002
14578.0,240,24,168.63
14581.0,217,17,138.6
14582.0,73,6,114.11
14583.0,792,330,1052.55
14584.0,379,101,1029.26
14585.0,91,29,157.05
14586.0,236,27,134.16000000000003
14587.0,759,384,1598.2400000000002
14589.0,5,3,39.75
14591.0,1297,197,1447.14
14592.0,415,164,570.4599999999999
14593.0,332,152,617.99
14594.0,185,53,379.8299999999999
14595.0,978,102,1740.6000000000001
14597.0,577,55,883.1500000000001
14598.0,189,50,221.97
14600.0,125,25,393.33
14601.0,168,7,213.96000000000004
14603.0,400,2,660.0
14606.0,5978,2782,11713.85
14607.0,7998,114,11341.1
14608.0,437,20,1785.1499999999999
14609.0,7026,4,601.5600000000001
14616.0,104,3,406.08000000000004
14618.0,261,17,538.59
14619.0,145,22,379.50999999999993
14620.0,188,30,393.2800000000001
14621.0,987,96,1765.7599999999998
14622.0,146,21,320.58
14623.0,417,135,869.3499999999999
14624.0,162,13,225.84999999999997
14625.0,330,57,848.48
14626.0,1387,126,2757.07
14627.0,-5,5,-21.849999999999998
14628.0,272,24,671.9599999999999
14629.0,376,153,939.21
14631.0,622,41,1006.98
14632.0,96,8,114.56
14633.0,96,20,344.9000000000001
14636.0,241,28,609.8500000000001
14638.0,166,16,443.6
14639.0,1428,175,2952.34
14640.0,829,113,2042.1499999999999
14641.0,90,7,110.46
14642.0,76,2,96.12
14643.0,755,34,668.6099999999999
14644.0,252,29,780.4599999999999
14645.0,381,30,597.0899999999999
14646.0,196719,2085,279489.02
14647.0,95,30,243.21999999999997
14649.0,1018,199,1417.29
14651.0,344,102,654.5999999999999
14652.0,53,29,114.18
14653.0,950,237,1947.5499999999997
14655.0,1088,50,1930.15
14656.0,120,80,291.05
14657.0,465,127,838.27
14658.0,47,29,247.14999999999998
14659.0,1183,259,2456.5299999999997
14660.0,228,30,285.73999999999995
14661.0,35,4,107.95
14662.0,602,168,771.1700000000001
14664.0,466,99,637.8900000000001
14665.0,500,117,1258.38
14666.0,161,14,195.25
14667.0,5382,576,9231.2
14669.0,775,170,1269.9900000000002
14670.0,337,132,411.53000000000003
14672.0,454,61,765.55
14673.0,1004,74,1736.4
14675.0,341,102,604.7500000000001
14676.0,2498,44,2543.24
14679.0,-1,1,-2.55
14680.0,12474,320,26932.339999999997
14681.0,76,7,498.95
14682.0,80,2,52.0
14684.0,853,421,1236.2799999999997
14687.0,470,15,628.3799999999999
14688.0,3222,359,5107.38
14689.0,76,13,112.80000000000001
14690.0,163,54,358.60999999999996
14691.0,707,71,2114.33
14692.0,255,69,582.0500000000001
14693.0,34,8,172.9
14696.0,1626,133,2070.9700000000003
14697.0,181,22,188.60999999999996
14698.0,615,210,1250.76
14699.0,77,8,109.13000000000001
14700.0,1342,115,2235.2999999999997
14701.0,909,350,2486.2200000000003
14702.0,1444,348,3250.6400000000003
14703.0,183,22,318.16999999999996
14704.0,1082,415,1546.9099999999999
14705.0,100,1,179.0
14708.0,615,29,1096.6699999999998
14709.0,2482,197,4911.140000000001
14710.0,378,139,606.13
14711.0,966,359,2838.2
14712.0,315,25,917.07
14713.0,1613,341,2664.2599999999998
14714.0,229,10,160.19
14715.0,521,71,867.3800000000001
14716.0,604,55,329.67999999999995
14719.0,1031,238,1592.18
14720.0,219,37,663.8100000000002
14722.0,120,29,187.92
14723.0,695,278,1158.3
14725.0,593,52,718.08
14727.0,62,10,268.58
14729.0,197,71,313.49000000000007
14730.0,1132,501,2005.06
14731.0,256,45,380.02000000000004
14732.0,1402,149,2686.34
14733.0,3725,216,9451.54
14735.0,2160,205,5807.6900000000005
14737.0,345,17,1164.55
14738.0,576,56,1289.94
14739.0,3817,61,3899.1
14740.0,729,93,1423.2099999999996
14741.0,841,59,1400.3400000000001
14744.0,625,28,1088.53
14745.0,1020,70,1167.1600000000003
14747.0,82,19,294.29999999999995
14748.0,1192,92,1311.79
14752.0,260,5,389.63999999999993
14753.0,211,30,563.1499999999999
14754.0,486,41,638.05
14755.0,2217,237,4965.38
14756.0,416,38,738.9599999999998
14757.0,160,19,420.50000000000006
14758.0,419,71,1484.06
14759.0,569,102,1625.97
14760.0,28,7,53.8
14761.0,118,11,255.89999999999998
14762.0,341,21,300.52
14764.0,175,7,250.55
14765.0,135,39,254.11
14766.0,1323,137,2423.0699999999997
14768.0,34,6,139.50000000000003
14769.0,7406,1094,10641.6
14770.0,490,52,876.42
14772.0,82,9,139.26
14775.0,1174,60,1011.8999999999999
14776.0,2688,134,2195.5800000000004
14777.0,-9,3,-17.45
14778.0,306,35,730.8599999999999
14779.0,84,41,386.15
14780.0,310,27,447.68
14782.0,114,6,200.10000000000002
14784.0,237,15,289.99
14785.0,84,3,77.4
14788.0,421,30,679.4399999999998
14789.0,116,6,197.64000000000001
14790.0,699,46,745.0600000000001
14792.0,0,4,0.0
14793.0,88,15,214.14000000000001
14794.0,669,82,1272.11
14795.0,17,6,131.45
14796.0,5942,1165,7839.51
14798.0,150,12,173.74
14799.0,146,13,157.70000000000002
14800.0,3634,392,4236.34
14801.0,175,59,193.13999999999996
14803.0,370,44,845.55
14804.0,121,12,353.27
