InvoiceDate,CustomerID,Quantity,InvoiceNo,TotalPurchase
2010-12-21 14:26:00,16270.0,688,54,1141.2399999999996
2010-12-21 14:54:00,13487.0,85,11,193.15
2010-12-21 15:05:00,14646.0,6668,54,8520.92
2010-12-21 15:09:00,16996.0,6,1,29.700000000000003
2010-12-21 15:43:00,12515.0,131,16,383.70000000000005
2010-12-21 16:06:00,12748.0,20,16,69.29
2010-12-21 16:08:00,17961.0,7,6,45.35
2010-12-21 17:16:00,17400.0,250,37,424.1700000000001
2010-12-22 10:29:00,13953.0,400,1,500.0
2010-12-22 10:29:00,17593.0,374,26,662.9
2010-12-22 11:07:00,14533.0,540,10,433.5
2010-12-22 11:11:00,14092.0,150,28,351.08
2010-12-22 12:39:00,15044.0,167,31,615.6
2010-12-22 12:43:00,15044.0,-1,1,-2.1
2010-12-22 12:44:00,15044.0,4,1,23.8
2010-12-22 12:47:00,12734.0,88,4,110.39999999999999
2010-12-22 13:13:00,14944.0,-8,1,-39.6
2010-12-22 13:17:00,14606.0,36,16,108.63
2010-12-22 13:20:00,17239.0,-1,1,-2.55
2010-12-22 13:39:00,16477.0,193,19,318.75
2010-12-22 13:46:00,17894.0,72,21,135.34
2010-12-22 13:48:00,14532.0,28,14,222.6
2010-12-22 13:59:00,13458.0,-10,1,-16.5
2010-12-22 14:28:00,12383.0,754,37,600.7200000000001
2010-12-22 15:13:00,15358.0,-1,1,-4.65
2010-12-22 16:19:00,18092.0,168,3,610.8000000000001
2010-12-22 16:23:00,17905.0,100,5,192.4
2010-12-23 09:55:00,15562.0,39,1,134.55
2010-12-23 09:59:00,15587.0,120,3,344.88
2010-12-23 10:20:00,12427.0,-9,3,-56.95
2010-12-23 10:38:00,13922.0,93,7,172.24999999999997
2010-12-23 11:06:00,14085.0,153,32,390.95
2010-12-23 11:09:00,12748.0,5,5,20.3
2010-12-23 11:24:00,15235.0,333,34,529.59
2010-12-23 11:36:00,14032.0,-4,2,-6.199999999999999
2010-12-23 11:38:00,14560.0,-1,1,-9.95
2010-12-23 11:40:00,17069.0,-6,4,-13.500000000000002
2010-12-23 11:46:00,13817.0,63,9,128.7
2010-12-23 11:47:00,13854.0,-6,1,-29.700000000000003
2010-12-23 11:49:00,17581.0,-6,1,-17.700000000000003
2010-12-23 11:50:00,13534.0,-13,3,-31.35
2010-12-23 12:03:00,12748.0,5,4,12.349999999999998
2010-12-23 12:04:00,13777.0,66,3,121.61999999999999
2010-12-23 12:55:00,12980.0,-15,1,-69.75
2010-12-23 12:58:00,12585.0,872,65,1262.85
2010-12-23 14:06:00,13165.0,496,13,354.64
2010-12-23 14:35:00,13304.0,238,21,300.41999999999996
2010-12-23 14:40:00,15311.0,65,20,256.61
2010-12-23 14:49:00,15856.0,-6,1,-29.700000000000003
2010-12-23 14:58:00,14911.0,108,15,289.85
2010-12-23 15:16:00,15856.0,387,14,968.77
2010-12-23 15:32:00,12748.0,1,1,6.95
2010-12-23 16:06:00,18116.0,178,89,353.68999999999994
2011-01-02 08:23:00,15240.0,306,14,312.90000000000003
2011-01-02 08:31:00,14911.0,463,45,797.7700000000001
2011-01-02 09:01:00,14496.0,73,14,234.46999999999997
2011-01-02 09:36:00,17147.0,250,18,409.5
2011-01-02 09:38:00,12626.0,-15,2,-45.3
2011-01-02 09:38:00,17675.0,270,22,698.6
2011-01-02 10:00:00,12712.0,61,11,314.15000000000003
2011-01-02 10:14:00,13881.0,706,13,1025.3400000000001
2011-01-02 10:15:00,17314.0,256,21,362.4
2011-01-02 10:22:00,15864.0,-4,3,-13.899999999999999
2011-01-02 10:37:00,16570.0,342,15,450.06
2011-01-02 10:38:00,16612.0,135,18,280.04999999999995
2011-01-02 10:38:00,17511.0,2945,58,4446.88
2011-01-02 10:47:00,15039.0,164,39,439.3
2011-01-02 10:49:00,14627.0,-5,5,-21.849999999999998
2011-01-02 10:52:00,14113.0,-78,2,-331.5
2011-01-02 10:59:00,18055.0,105,14,336.9100000000001
2011-01-02 11:07:00,17356.0,166,19,178.21999999999997
2011-01-02 11:08:00,17884.0,319,29,278.21999999999997
2011-01-02 11:09:00,12477.0,-2,2,-4.199999999999999
2011-01-02 11:12:00,14606.0,-2,2,-3.67
2011-01-02 11:16:00,14606.0,2,2,3.67
2011-01-02 11:19:00,12836.0,6,4,47.7
2011-01-02 11:19:00,14606.0,-2,2,-3.8000000000000003
2011-01-02 11:20:00,12836.0,254,35,798.9899999999999
2011-01-02 11:21:00,14850.0,293,21,325.75
2011-01-02 11:28:00,15694.0,-12,1,-55.800000000000004
2011-01-02 11:30:00,13939.0,202,12,184.5
2011-01-02 11:31:00,16745.0,172,47,239.29999999999998
2011-01-02 11:40:00,17228.0,175,18,123.43
2011-01-02 11:42:00,13606.0,114,3,70.02
2011-01-02 11:51:00,14606.0,77,49,161.20000000000002
2011-01-02 11:58:00,13494.0,162,18,316.26000000000005
2011-01-02 12:03:00,13802.0,690,20,969.7400000000001
2011-01-02 12:08:00,12929.0,37,8,117.85
2011-01-02 12:14:00,15311.0,-6,3,-43.099999999999994
2011-01-02 12:25:00,16419.0,98,17,252.66
2011-01-02 12:27:00,17035.0,143,18,259.51
2011-01-02 12:29:00,15203.0,224,20,211.93999999999997
2011-01-02 12:42:00,15939.0,240,5,354.24
2011-01-02 12:54:00,14587.0,58,30,150.2
2011-01-02 13:09:00,16515.0,199,31,320.50999999999993
2011-01-02 13:10:00,12373.0,197,14,364.6
2011-01-02 13:15:00,15687.0,132,23,379.1
2011-01-02 13:20:00,16422.0,136,2,241.2
2011-01-02 13:25:00,15311.0,778,79,1003.23
2011-01-02 13:26:00,16705.0,1184,43,2489.11
2011-01-02 13:28:00,13784.0,432,1,155.51999999999998
2011-01-02 13:36:00,18202.0,197,23,485.73
2011-01-02 13:45:00,12775.0,113,12,214.45
2011-01-02 13:47:00,14549.0,136,56,289.24
2011-01-02 13:50:00,15981.0,40,4,270.0
2011-01-02 13:55:00,15854.0,60,5,303.0
2011-01-02 14:01:00,16110.0,210,115,409.70000000000005
2011-01-02 14:12:00,17376.0,35,13,105.85000000000001
2011-01-02 14:24:00,14180.0,16,8,134.1
2011-01-02 14:29:00,14217.0,12,6,88.30000000000001
2011-01-02 14:43:00,16011.0,180,10,231.0
2011-01-02 14:46:00,15107.0,48,1,40.8
2011-01-02 14:58:00,12682.0,200,19,510.85
2011-01-02 15:11:00,12540.0,193,12,288.98
2011-01-02 15:15:00,13854.0,75,4,313.85
2011-01-02 15:24:00,13110.0,70,20,271.55
2011-01-02 15:35:00,16716.0,96,1,734.4000000000001
2011-01-02 15:38:00,17511.0,-15,11,-61.099999999999994
2011-01-02 15:41:00,12676.0,250,12,509.5
2011-01-02 15:49:00,13141.0,-1,1,-2.95
2011-01-02 15:57:00,16779.0,-3,2,-4.65
2011-01-02 16:03:00,16161.0,142,29,272.4
2011-01-02 16:18:00,15940.0,4,1,35.8
2011-01-02 16:21:00,15940.0,-1,1,-4.0
2011-01-02 16:47:00,15971.0,370,4,762.0
2011-01-03 08:30:00,14620.0,73,15,235.35
2011-01-03 08:35:00,14740.0,260,30,521.1
2011-01-03 08:49:00,13880.0,94,9,200.10000000000002
2011-01-03 08:58:00,16462.0,4,1,34.0
2011-01-03 09:03:00,17068.0,86,11,182.7
2011-01-03 09:22:00,12971.0,136,3,161.8
2011-01-03 09:33:00,12428.0,852,95,1943.4000000000003
2011-01-03 09:35:00,12428.0,1273,98,2474.62
2011-01-03 09:47:00,16078.0,16,1,79.2
2011-01-03 09:52:00,16915.0,18,3,54.300000000000004
2011-01-03 10:08:00,15194.0,255,12,307.61999999999995
2011-01-03 10:19:00,15676.0,555,61,897.7999999999998
2011-01-03 10:25:00,18044.0,100,10,72.12000000000002
2011-01-03 10:26:00,18075.0,109,12,256.85
2011-01-03 10:31:00,12683.0,247,17,352.2
2011-01-03 10:38:00,15709.0,121,6,133.25
2011-01-03 11:02:00,15241.0,434,28,395.33
2011-01-03 11:30:00,12933.0,65,8,110.75
2011-01-03 11:31:00,12933.0,-1,1,-1.25
2011-01-03 11:36:00,17811.0,53,7,122.5
2011-01-03 11:42:00,15971.0,60,1,117.0
2011-01-03 11:48:00,15311.0,1003,33,1390.0600000000002
2011-01-03 11:55:00,14732.0,242,30,470.88
2011-01-03 12:01:00,14688.0,114,18,210.29999999999998
2011-01-03 12:07:00,17965.0,298,33,313.58000000000004
2011-01-03 12:09:00,12709.0,384,14,762.5
2011-01-03 12:24:00,15092.0,116,19,323.15999999999997
2011-01-03 12:26:00,12679.0,333,42,794.06
2011-01-03 12:46:00,14506.0,107,38,297.15999999999997
2011-01-03 12:48:00,15319.0,175,16,204.5
2011-01-03 12:51:00,16212.0,151,30,498.15
2011-01-03 12:58:00,15257.0,46,7,317.15
2011-01-03 13:04:00,17027.0,6,2,13.2
2011-01-03 13:05:00,17027.0,-6,2,-41.7
2011-01-03 13:19:00,14656.0,40,29,133.10999999999999
2011-01-03 13:40:00,13884.0,49,7,138.15
2011-01-03 13:45:00,15456.0,21,5,17.67
2011-01-03 13:45:00,15660.0,108,9,155.0
2011-01-03 13:51:00,15456.0,205,29,186.32999999999996
2011-01-03 13:55:00,15953.0,135,10,242.03
2011-01-03 14:11:00,12866.0,171,26,559.12
2011-01-03 14:26:00,14676.0,504,11,556.3199999999999
2011-01-03 14:42:00,16839.0,152,4,412.32
2011-01-03 14:47:00,14156.0,669,6,2541.1499999999996
2011-01-03 14:53:00,12747.0,146,12,310.78000000000003
2011-01-03 14:56:00,13599.0,349,15,580.57
2011-01-03 14:57:00,12352.0,26,5,144.35
2011-01-03 14:58:00,13110.0,68,27,268.59999999999997
2011-01-03 15:01:00,16525.0,322,4,329.34000000000003
2011-01-03 15:12:00,14560.0,5,2,34.75
2011-01-03 15:16:00,13166.0,216,41,417.20000000000005
2011-01-03 15:47:00,12352.0,-2,2,-463.8
2011-01-03 15:47:00,16389.0,59,6,119.65
2011-01-03 15:49:00,12352.0,-1,1,-376.5
2011-01-03 15:49:00,17961.0,2,1,2.5
2011-01-03 15:52:00,12352.0,3,3,840.3
2011-01-03 16:34:00,15750.0,257,48,272.05
2011-01-03 16:53:00,12428.0,2,1,551.2
2011-01-03 17:28:00,15984.0,123,35,234.34999999999997
2011-01-03 17:32:00,17449.0,156,51,338.34000000000003
2011-01-04 08:22:00,18161.0,109,12,244.79
2011-01-04 08:56:00,14886.0,160,18,364.79999999999995
2011-01-04 09:06:00,17613.0,71,10,239.75000000000003
2011-01-04 09:19:00,12523.0,88,9,138.75
2011-01-04 09:19:00,13694.0,1420,19,888.1999999999998
2011-01-04 09:21:00,13758.0,108,15,316.90000000000003
2011-01-04 09:25:00,13694.0,122,2,237.89999999999998
2011-01-04 09:56:00,15018.0,73,12,180.08999999999997
2011-01-04 10:05:00,13626.0,209,19,257.22999999999996
2011-01-04 10:08:00,16214.0,34,5,206.7
2011-01-04 10:10:00,13468.0,200,8,297.12
2011-01-04 10:11:00,16609.0,255,35,557.5299999999999
2011-01-04 10:21:00,18118.0,47,17,125.63
2011-01-04 10:22:00,12616.0,-1,1,-7.95
2011-01-04 10:23:00,16180.0,228,13,413.88
2011-01-04 10:27:00,17288.0,110,6,127.30000000000001
2011-01-04 10:34:00,17965.0,87,26,270.1
2011-01-04 10:43:00,14543.0,30,12,283.21000000000004
2011-01-04 10:45:00,15045.0,-8,1,-102.0
2011-01-04 10:46:00,13694.0,-632,5,-933.92
2011-01-04 10:46:00,15696.0,-3,3,-74.15
2011-01-04 11:10:00,12731.0,240,3,252.0
2011-01-04 11:20:00,13462.0,62,9,151.5
2011-01-04 11:20:00,16700.0,-1,1,-2.55
2011-01-04 11:22:00,15589.0,-1,1,-21.95
2011-01-04 11:28:00,15860.0,101,35,292.84999999999997
2011-01-04 11:31:00,18230.0,210,16,386.22
2011-01-04 11:34:00,13137.0,392,127,645.9099999999997
2011-01-04 11:46:00,13694.0,84,1,35.28
2011-01-04 11:47:00,14419.0,107,37,183.45999999999998
2011-01-04 11:48:00,18263.0,328,15,307.6
2011-01-04 11:50:00,15197.0,124,12,216.75
2011-01-04 11:50:00,16592.0,333,18,337.51
2011-01-04 11:51:00,16592.0,12,1,9.959999999999999
2011-01-04 11:54:00,16960.0,95,45,201.53
2011-01-04 12:09:00,13636.0,153,16,249.60000000000002
2011-01-04 12:10:00,13841.0,100,1,85.0
2011-01-04 12:14:00,13078.0,-2,1,-11.9
2011-01-04 12:16:00,15622.0,-1,1,-8.5
2011-01-04 12:19:00,13184.0,-6,1,-22.5
2011-01-04 12:19:00,16333.0,3080,5,1445.6000000000001
2011-01-04 12:21:00,16333.0,192,1,355.20000000000005
2011-01-04 12:22:00,16333.0,192,1,355.20000000000005
2011-01-04 12:24:00,13184.0,77,13,117.4
2011-01-04 12:25:00,16333.0,864,1,915.84
2011-01-04 12:25:00,17701.0,109,24,417.95000000000005
2011-01-04 12:26:00,12877.0,34,5,87.10000000000001
2011-01-04 12:27:00,16333.0,1432,2,538.72
2011-01-04 12:29:00,15601.0,215,21,266.85
2011-01-04 12:41:00,17580.0,6,1,47.7
2011-01-04 12:56:00,16333.0,312,1,577.2
2011-01-04 13:00:00,17287.0,120,15,145.24
2011-01-04 13:01:00,14680.0,100,1,72.0
2011-01-04 13:02:00,15291.0,288,2,396.0
2011-01-04 13:04:00,17457.0,114,2,313.38
2011-01-04 13:17:00,12888.0,-3,1,-29.849999999999998
2011-01-04 13:20:00,12949.0,909,75,1534.3
2011-01-04 13:21:00,18179.0,100,1,210.0
2011-01-04 13:22:00,14852.0,368,24,490.4
2011-01-04 13:33:00,14970.0,65,7,444.75
2011-01-04 13:34:00,16928.0,108,5,135.0
2011-01-04 13:47:00,12569.0,115,10,348.68
2011-01-04 13:47:00,15605.0,130,20,312.58
2011-01-04 14:05:00,12748.0,6,6,16.7
2011-01-04 14:07:00,12748.0,2,2,8.8
2011-01-04 14:19:00,13418.0,425,29,362.24
2011-01-04 14:19:00,15179.0,40,1,102.0
2011-01-04 14:24:00,13169.0,96,6,505.19999999999993
2011-01-04 14:28:00,12415.0,1,1,350.0
2011-01-04 14:45:00,14911.0,713,67,1407.19
2011-01-04 14:53:00,14854.0,100,7,193.08000000000004
2011-01-04 14:58:00,13124.0,693,89,1317.8000000000002
2011-01-04 15:00:00,12781.0,-39,2,-57.51
2011-01-04 15:03:00,16162.0,4,2,37.4
2011-01-04 15:13:00,15691.0,72,2,136.8
2011-01-04 15:37:00,15356.0,122,60,212.13000000000002
2011-01-04 16:18:00,13767.0,128,11,291.44
2011-01-04 16:49:00,15856.0,553,24,785.5
2011-01-04 16:50:00,14195.0,736,5,828.3999999999999
2011-01-05 10:51:00,15606.0,104,7,320.88
2011-01-05 11:10:00,14800.0,462,68,800.01
2011-01-05 11:14:00,16931.0,136,48,204.24
2011-01-05 11:36:00,15708.0,146,30,443.85
2011-01-05 11:50:00,14304.0,139,17,383.45000000000005
2011-01-05 11:55:00,13301.0,94,21,153.85999999999999
2011-01-05 11:58:00,16401.0,-2,1,-3.3
2011-01-05 11:59:00,14800.0,-2,2,-3.75
2011-01-05 12:09:00,16634.0,18,1,53.1
2011-01-05 12:35:00,16401.0,431,24,477.09000000000003
2011-01-05 12:37:00,14667.0,274,21,439.85
2011-01-05 12:38:00,16401.0,-1,1,-1.95
2011-01-05 12:41:00,14395.0,149,33,388.21000000000004
2011-01-05 12:54:00,12841.0,47,8,116.08999999999999
2011-01-05 13:18:00,12524.0,647,33,1094.33
2011-01-05 13:26:00,12748.0,1,1,2.1
2011-01-05 13:45:00,15376.0,375,59,654.1700000000001
2011-01-05 14:17:00,16554.0,128,20,313.26
2011-01-05 14:58:00,15407.0,77,38,164.85999999999999
2011-01-05 14:59:00,14655.0,522,14,810.5600000000001
2011-01-05 15:33:00,17615.0,69,5,153.75
2011-01-06 07:37:00,15643.0,7,2,39.45
2011-01-06 07:38:00,15643.0,63,8,287.45000000000005
2011-01-06 08:38:00,14842.0,628,76,1378.4800000000005
2011-01-06 09:06:00,15124.0,89,9,90.75000000000001
2011-01-06 09:18:00,14646.0,1038,13,1799.6
2011-01-06 09:26:00,12423.0,57,5,84.92
2011-01-06 10:15:00,12473.0,557,35,672.19
2011-01-06 10:18:00,12473.0,-2,1,-36.0
2011-01-06 10:24:00,14646.0,1836,13,3623.2
2011-01-06 11:13:00,16422.0,524,7,588.36
2011-01-06 11:27:00,15240.0,245,20,416.28000000000003
2011-01-06 11:40:00,14606.0,-3,3,-9.55
2011-01-06 11:45:00,17739.0,-5,1,-5.300000000000001
2011-01-06 11:52:00,15916.0,65,9,113.35
2011-01-06 12:05:00,14606.0,57,29,109.37000000000002
2011-01-06 12:05:00,17315.0,177,13,262.61
2011-01-06 12:10:00,16969.0,388,27,397.36
2011-01-06 12:11:00,16813.0,66,34,110.55
2011-01-06 12:13:00,17191.0,160,36,354.82
2011-01-06 12:19:00,16818.0,253,24,421.73
2011-01-06 12:22:00,13094.0,144,2,152.64000000000001
2011-01-06 12:33:00,14597.0,118,3,165.1
2011-01-06 12:46:00,13917.0,38,5,65.38
2011-01-06 12:54:00,14515.0,194,14,340.25000000000006
2011-01-06 13:00:00,15039.0,-1,1,-3.95
2011-01-06 13:07:00,15039.0,151,31,213.86
2011-01-06 13:32:00,14377.0,95,7,302.45
2011-01-06 13:40:00,16424.0,88,5,133.56
2011-01-06 13:52:00,13475.0,78,7,153.3
2011-01-06 14:11:00,12779.0,-7,3,-53.91
2011-01-06 14:12:00,14800.0,198,30,198.46000000000004
2011-01-06 14:33:00,13662.0,-1,1,-6.25
2011-01-06 14:42:00,14315.0,128,10,325.8
2011-01-06 14:49:00,17682.0,-2,1,-15.0
2011-01-06 14:57:00,17472.0,169,60,259.27
2011-01-06 15:12:00,13062.0,343,11,346.98
2011-01-06 15:13:00,12987.0,-2,2,-13.7
2011-01-06 15:14:00,17820.0,-2,2,-7.1000000000000005
2011-01-06 15:17:00,14740.0,-6,4,-25.0
2011-01-06 15:19:00,17621.0,-4,1,-43.8
2011-01-06 15:21:00,15955.0,-1,1,-9.95
2011-01-06 15:28:00,17596.0,818,44,541.9499999999999
2011-01-06 15:29:00,12947.0,-1,1,-14.95
2011-01-06 15:31:00,13069.0,44,2,90.6
2011-01-06 15:34:00,13263.0,81,36,161.87
2011-01-06 15:37:00,16873.0,-1,1,-1.65
2011-01-06 15:39:00,12909.0,-3,1,-14.850000000000001
2011-01-06 15:47:00,15192.0,441,25,422.99
2011-01-06 16:03:00,17757.0,64,17,122.74
2011-01-06 16:06:00,13599.0,-1,1,-2.08
2011-01-06 16:12:00,15611.0,12,3,100.60000000000001
2011-01-06 16:15:00,16359.0,-23,1,-28.75
2011-01-06 16:17:00,18257.0,-6,2,-13.2
2011-01-06 16:21:00,15140.0,-5,1,-4.25
2011-01-06 16:23:00,17723.0,100,1,415.00000000000006
2011-01-06 16:26:00,14338.0,-5,2,-28.05
2011-01-06 16:29:00,16496.0,-20,2,-37.3
2011-01-06 16:33:00,12708.0,-8,4,-22.400000000000002
2011-01-06 16:34:00,14911.0,-1,1,-7.5
2011-01-06 17:42:00,16348.0,66,28,127.62000000000002
2011-01-07 08:16:00,16317.0,256,24,462.58000000000004
2011-01-07 08:55:00,13492.0,152,13,360.8
2011-01-07 08:58:00,14911.0,82,8,138.5
2011-01-07 09:19:00,17865.0,330,29,831.34
2011-01-07 09:47:00,17667.0,182,21,394.34000000000003
2011-01-07 09:51:00,13534.0,202,15,410.9000000000001
2011-01-07 10:16:00,14156.0,19,2,679.1
2011-01-07 10:39:00,14868.0,212,26,439.74
2011-01-07 10:40:00,14868.0,12,1,17.4
2011-01-07 10:47:00,17123.0,246,9,345.29999999999995
2011-01-07 10:58:00,17800.0,81,22,124.89999999999998
2011-01-07 11:29:00,14016.0,697,45,976.58
2011-01-07 11:32:00,17706.0,108,14,276.8
2011-01-07 11:33:00,17706.0,137,11,184.20000000000002
2011-01-07 11:43:00,12598.0,285,16,298.64
2011-01-07 12:09:00,16746.0,336,53,587.3
2011-01-07 12:11:00,16746.0,-3,3,-3.3499999999999996
2011-01-07 12:17:00,12494.0,79,10,153.22
2011-01-07 12:33:00,17920.0,274,82,304.60999999999996
2011-01-07 12:34:00,16866.0,21,5,108.94999999999999
2011-01-07 12:45:00,12748.0,83,33,156.17
2011-01-07 12:47:00,13730.0,239,22,306.75
2011-01-07 12:50:00,17505.0,287,26,658.8499999999999
2011-01-07 12:52:00,12748.0,34,23,37.78
2011-01-07 12:52:00,16839.0,320,4,416.96000000000004
2011-01-07 12:58:00,12748.0,121,43,100.33
2011-01-07 13:01:00,12748.0,6,5,10.760000000000002
2011-01-07 13:02:00,17338.0,336,81,617.03
2011-01-07 13:04:00,15483.0,15,11,31.11
2011-01-07 13:05:00,15483.0,13,8,18.830000000000002
2011-01-07 13:06:00,17338.0,-4,3,-20.799999999999997
2011-01-07 13:07:00,15483.0,122,15,69.02
2011-01-07 13:17:00,17888.0,349,13,128.26999999999998
2011-01-07 13:22:00,12710.0,61,4,71.4
2011-01-07 13:22:00,17888.0,-349,13,-128.27
2011-01-07 13:31:00,16589.0,112,9,117.68
2011-01-07 13:48:00,13576.0,132,3,351.48
2011-01-07 14:08:00,14338.0,1,1,8.25
2011-01-07 14:18:00,12901.0,-12,1,-153.0
2011-01-07 14:32:00,16422.0,-1,1,-57.6
2011-01-07 14:35:00,12709.0,-7,6,-34.129999999999995
2011-01-07 14:51:00,13450.0,424,14,440.63999999999993
2011-01-07 14:53:00,13285.0,540,55,796.83
2011-01-07 15:06:00,16498.0,-3,1,-14.850000000000001
2011-01-07 15:07:00,16498.0,3,1,9.75
2011-01-07 15:09:00,16700.0,-1,1,-12.75
2011-01-07 15:14:00,18075.0,-4,3,-18.28
2011-01-07 15:22:00,17988.0,4,4,13.370000000000001
2011-01-07 15:35:00,12922.0,370,28,405.38
2011-01-07 15:35:00,16570.0,-32,2,-23.2
2011-01-07 15:39:00,16775.0,28,7,111.7
2011-01-07 17:02:00,14415.0,-23,8,-37.010000000000005
2011-01-07 17:23:00,14415.0,143,18,215.75
2011-01-08 08:30:00,17941.0,252,2,304.56
2011-01-08 09:31:00,14947.0,118,10,178.5
2011-01-08 10:03:00,12921.0,471,32,660.4499999999999
2011-01-08 10:08:00,14060.0,250,17,211.14
2011-01-08 10:09:00,14239.0,60,6,120.49999999999999
2011-01-08 10:23:00,15625.0,250,8,301.14
2011-01-08 10:23:00,17053.0,122,13,498.47999999999996
2011-01-08 10:26:00,12534.0,651,63,1089.18
2011-01-08 11:08:00,13184.0,218,23,181.16000000000003
2011-01-08 11:12:00,13184.0,7,3,8.29
2011-01-08 11:13:00,17676.0,134,14,182.66
2011-01-08 11:23:00,14408.0,575,45,781.1899999999999
2011-01-08 11:44:00,15581.0,2,2,250.0
2011-01-08 11:57:00,16904.0,89,65,228.94
2011-01-08 12:12:00,13167.0,80,23,174.64000000000004
2011-01-08 12:16:00,14112.0,476,39,748.3200000000002
2011-01-08 12:28:00,16551.0,316,11,306.1
2011-01-08 12:48:00,12749.0,812,84,1866.43
2011-01-08 12:50:00,12749.0,6,1,29.700000000000003
2011-01-08 12:56:00,12949.0,434,38,678.4699999999999
2011-01-08 12:57:00,14403.0,16,1,204.0
2011-01-08 13:02:00,12949.0,28,3,59.39999999999999
2011-01-08 13:03:00,12949.0,18,2,35.1
2011-01-08 13:11:00,12844.0,77,28,174.88000000000002
2011-01-08 13:29:00,16332.0,74,24,229.0
2011-01-08 13:31:00,17757.0,153,32,206.69
2011-01-08 13:44:00,16133.0,383,10,306.02
2011-01-08 13:48:00,14567.0,172,13,800.7600000000001
2011-01-08 13:54:00,16745.0,207,13,422.07
2011-01-08 14:05:00,14341.0,237,18,321.28999999999996
2011-01-08 14:06:00,17615.0,30,3,57.3
2011-01-08 14:12:00,14738.0,-24,1,-4.5600000000000005
2011-01-08 14:16:00,14937.0,172,13,759.5600000000001
2011-01-08 14:29:00,17282.0,916,5,687.0
2011-01-08 14:57:00,14709.0,220,14,457.6000000000001
2011-01-08 15:13:00,16774.0,-4,1,-6.6
2011-01-08 15:37:00,16172.0,136,11,249.00000000000003
2011-01-08 15:39:00,17389.0,-2,1,-7.5
2011-01-08 15:57:00,16814.0,131,15,258.75
2011-01-08 16:16:00,12828.0,84,12,227.0
2011-01-08 16:41:00,16182.0,1300,7,2327.0
2011-01-08 17:37:00,16984.0,1632,277,3226.13
2011-01-09 08:25:00,13509.0,32,2,40.0
2011-01-09 09:15:00,13305.0,14,3,75.3
2011-01-09 09:19:00,16187.0,244,11,334.46000000000004
2011-01-09 09:39:00,17306.0,846,6,576.74
2011-01-09 09:40:00,12474.0,-2,1,-17.9
2011-01-09 09:57:00,13631.0,7,1,52.5
2011-01-09 10:03:00,13276.0,20,7,137.38
2011-01-09 10:11:00,16145.0,335,24,318.01
2011-01-09 10:27:00,12645.0,-12,1,-19.799999999999997
2011-01-09 10:28:00,16011.0,195,16,299.25
2011-01-09 10:28:00,17572.0,24,2,43.8
2011-01-09 10:36:00,14092.0,233,18,307.62
2011-01-09 10:38:00,13408.0,236,6,428.59999999999997
2011-01-09 11:15:00,13588.0,530,23,345.1
2011-01-09 11:22:00,16880.0,127,23,252.10999999999999
2011-01-09 11:30:00,13089.0,1322,27,2297.52
2011-01-09 11:33:00,13089.0,892,69,2016.3200000000002
2011-01-09 11:33:00,15039.0,208,44,559.72
2011-01-09 11:38:00,16722.0,422,21,422.0799999999999
2011-01-09 11:41:00,15206.0,72,3,183.6
2011-01-09 11:43:00,14239.0,46,8,149.7
2011-01-09 11:48:00,13069.0,1686,38,476.76000000000005
2011-01-09 11:56:00,17949.0,96,1,480.0
2011-01-09 12:09:00,12436.0,211,16,509.01000000000005
2011-01-09 12:16:00,14217.0,44,7,126.49999999999999
2011-01-09 12:17:00,17653.0,390,5,180.09999999999997
2011-01-09 12:28:00,13147.0,24,1,118.80000000000001
2011-01-09 12:34:00,15189.0,93,8,319.95
2011-01-09 12:41:00,15719.0,251,87,515.1700000000001
2011-01-09 12:46:00,13458.0,162,14,322.97999999999996
2011-01-09 12:50:00,16422.0,346,4,550.98
2011-01-09 12:56:00,17841.0,-3,3,-8.85
2011-01-09 13:40:00,17841.0,212,81,354.39
2011-01-09 13:46:00,17386.0,144,2,152.64000000000001
2011-01-09 13:47:00,17386.0,2,1,3.3
2011-01-09 13:50:00,12415.0,2692,8,2732.92
2011-01-09 13:50:00,16456.0,220,12,457.6
2011-01-09 13:51:00,12415.0,144,1,208.79999999999998
2011-01-09 13:53:00,16187.0,300,16,459.91999999999996
2011-01-09 14:13:00,14414.0,334,14,174.06
2011-01-09 14:26:00,14298.0,4871,179,5590.670000000001
2011-01-09 14:29:00,16923.0,222,48,522.97
2011-01-09 14:42:00,17799.0,251,60,387.48999999999995
2011-01-09 14:47:00,18241.0,102,7,143.8
2011-01-09 14:57:00,13470.0,30,3,49.5
2011-01-09 14:58:00,16672.0,222,10,608.1
2011-01-09 15:04:00,13045.0,221,18,305.28
2011-01-09 15:08:00,16168.0,48,1,85.92
2011-01-09 15:21:00,17024.0,20,1,25.0
2011-01-09 15:52:00,17381.0,1368,6,1385.9999999999998
2011-01-09 15:56:00,17220.0,135,12,111.03
2011-01-09 15:59:00,17220.0,7,1,11.549999999999999
2011-01-09 16:16:00,13376.0,137,14,249.76000000000002
2011-01-09 16:18:00,16729.0,300,28,346.98
2011-01-09 16:30:00,17576.0,98,16,125.55
2011-01-09 16:30:00,18171.0,111,8,309.89
2011-01-09 16:41:00,14907.0,374,39,676.36
2011-01-09 16:44:00,14482.0,123,6,227.85
2011-01-09 16:45:00,14735.0,44,2,99.4
2011-01-09 16:45:00,15829.0,576,25,310.7
2011-01-09 16:46:00,12971.0,102,2,117.06
